rank_by_latest_stars,repository,url,primary_language,latest_license,first_seen_week,last_seen_week,weeks_observed,latest_stars,first_observed_stars,observed_star_change,max_forks_observed,seen_in_trending,seen_in_new,top_topics
609,Rubric4Setwise/Rubric4Setwise,https://github.com/Rubric4Setwise/Rubric4Setwise,Python,,2026-W31,2026-W31,1,59,59,0,0,false,true,
610,tizkovatereza/awesome-ai-sandboxes,https://github.com/tizkovatereza/awesome-ai-sandboxes,,NOASSERTION,2026-W23,2026-W23,1,59,59,0,16,false,true,
611,0xSufi/fable-jailbreak,https://github.com/0xSufi/fable-jailbreak,JavaScript,,2026-W25,2026-W25,1,58,58,0,21,false,true,anthropics|fable|jailbreak
612,erenciracioglu-dotcom/hermes-self-evolution,https://github.com/erenciracioglu-dotcom/hermes-self-evolution,Shell,MIT,2026-W31,2026-W31,1,58,58,0,3,false,true,
613,Lynnouo/yushio,https://github.com/Lynnouo/yushio,JavaScript,MIT,2026-W22,2026-W22,1,58,58,0,10,false,true,
614,SeemSeam/plan-tree,https://github.com/SeemSeam/plan-tree,,,2026-W23,2026-W23,1,58,58,0,6,false,true,
615,wei63w/pm-manager,https://github.com/wei63w/pm-manager,Python,MIT,2026-W31,2026-W31,1,58,58,0,0,false,true,agent-skills|ai-agents|claude-code|cursor|project-management|skills|skills-sh
616,wooly99/geng-academic-fraud-detector,https://github.com/wooly99/geng-academic-fraud-detector,,,2026-W22,2026-W22,1,58,58,0,9,false,true,
617,zhishile/codex-auth-helper,https://github.com/zhishile/codex-auth-helper,CSS,,2026-W24,2026-W24,1,58,58,0,10,false,true,
618,zhulin025/Codex-QQ-Skin,https://github.com/zhulin025/Codex-QQ-Skin,JavaScript,MIT,2026-W30,2026-W30,1,58,58,0,5,false,true,
619,baldaworks/callee,https://github.com/baldaworks/callee,Go,MIT,2026-W30,2026-W30,1,57,57,0,2,false,true,acp|agents|ai-agents|developer-tools|golang|markdown|workflows
620,ferdinandobons/brand-docs,https://github.com/ferdinandobons/brand-docs,Python,MIT,2026-W24,2026-W24,1,57,57,0,2,false,true,ai-document-generation|claude-code-plugin|codex|document-automation|document-generation|docx|excel|microsoft-office
621,kennethkhoocy/applied-micro-skills,https://github.com/kennethkhoocy/applied-micro-skills,Python,MIT,2026-W31,2026-W31,1,57,57,0,0,false,true,applied-microeconomics|claude-code|claude-skills|codex|codex-skills|empirical-research
622,mturac/simulacra,https://github.com/mturac/simulacra,,MIT,2026-W23,2026-W23,1,57,57,0,0,false,true,ai-agents|claude-code|claude-skill|code-review|ghost-personas|typescript
623,phun333/pi-infobar,https://github.com/phun333/pi-infobar,C#,MIT,2026-W24,2026-W24,1,57,57,0,3,false,true,ai-agents|analytics-dashboard|cross-platform|developer-tools|dotnet|macos|menu-bar|menubar-app
624,starlight36/vibecoding-signal-light,https://github.com/starlight36/vibecoding-signal-light,Python,,2026-W23,2026-W23,1,57,57,0,9,false,true,
625,walkpod1007/claude-project-ops,https://github.com/walkpod1007/claude-project-ops,,,2026-W28,2026-W28,1,57,57,0,5,false,true,agent-orchestration|ai-agents|anthropic|claude|claude-code|llm|multi-agent|prompt-engineering
626,001TMF/harness-forge,https://github.com/001TMF/harness-forge,Python,MIT,2026-W25,2026-W25,1,56,56,0,4,false,true,agent-skills|agents|claude-code|claude-skill|llm|meta-harness|pareto-optimization|prompt-optimization
627,Abhi01k/gemini-desktop,https://github.com/Abhi01k/gemini-desktop,TypeScript,MIT,2026-W25,2026-W25,1,56,56,0,0,false,true,free-gemini-api|gemini-|gemini-15-pro|gemini-3|gemini-api-free|gemini-api-key|gemini-app|gemini-bot
628,openclaw/agent-skills,https://github.com/openclaw/agent-skills,Python,MIT,2026-W22,2026-W22,1,56,56,0,0,false,true,
629,opencoredev/sandbox-sdk,https://github.com/opencoredev/sandbox-sdk,TypeScript,MIT,2026-W30,2026-W30,1,56,56,0,4,false,true,ai|ai-sdk|open|open-source|oss|sandbox|sandbox-sdk|sandboxes
630,sm18lr88/STT-MCP,https://github.com/sm18lr88/STT-MCP,Python,MIT,2026-W31,2026-W31,1,56,56,0,0,false,true,
631,csthink/dashmotion,https://github.com/csthink/dashmotion,HTML,MIT,2026-W25,2026-W25,1,55,55,0,4,false,true,agent-skills|animated-svg|anthropic|architecture-diagram|claude-ai|claude-code|claude-skill|diagram-generator
632,GordenSun/Math2GGB,https://github.com/GordenSun/Math2GGB,Python,MIT,2026-W28,2026-W28,1,55,55,0,7,false,true,
633,hasanyilmaz/operon,https://github.com/hasanyilmaz/operon,TypeScript,GPL-3.0,2026-W22,2026-W22,1,55,55,0,4,false,true,
634,stwater20/AIS3-2026-Material,https://github.com/stwater20/AIS3-2026-Material,Jupyter Notebook,NOASSERTION,2026-W31,2026-W31,1,55,55,0,1,false,true,
635,thu-nmrc/openloop,https://github.com/thu-nmrc/openloop,Python,Apache-2.0,2026-W25,2026-W25,1,55,55,0,10,false,true,
636,Tools2U/AI-Website-Audit-CLI,https://github.com/Tools2U/AI-Website-Audit-CLI,Python,MIT,2026-W24,2026-W24,1,55,55,0,49,false,true,accessibility|ai|audit|automation|cli|developer|openai|python
637,uu201/character-arc,https://github.com/uu201/character-arc,TypeScript,MIT,2026-W22,2026-W22,1,55,55,0,4,false,true,
638,Kappaemme-git/codex-bug-reproducer,https://github.com/Kappaemme-git/codex-bug-reproducer,Python,MIT,2026-W30,2026-W30,1,54,54,0,4,false,true,
639,leon7482/chatgpt-plus-codex,https://github.com/leon7482/chatgpt-plus-codex,,MIT,2026-W28,2026-W28,1,54,54,0,6,false,true,chatgpt-plus|chatgpt-pro|chatgpt-subscription|codex
640,pc-style/skill-view,https://github.com/pc-style/skill-view,TypeScript,MIT,2026-W31,2026-W31,1,54,54,0,1,false,true,agent-skills|ai-agents|claude-code|cli|developer-tools|gui|local-first|skills
641,StanleyNull/AutoHunter,https://github.com/StanleyNull/AutoHunter,Python,NOASSERTION,2026-W28,2026-W28,1,54,54,0,7,false,true,
642,syrin-labs/iris,https://github.com/syrin-labs/iris,TypeScript,MIT,2026-W25,2026-W25,1,54,54,0,2,false,true,agent-testing|ai-testing-tool|automated-testing|testing-tool
643,yeahhe365/WebDroid-Agent,https://github.com/yeahhe365/WebDroid-Agent,TypeScript,MIT,2026-W22,2026-W22,1,54,54,0,11,false,true,adb|android|android-automation|autoglm|openai-compatible|phone-agent|react|vision-language-model
644,zhiyuwang720-dev/CodeAuditSkill,https://github.com/zhiyuwang720-dev/CodeAuditSkill,,MIT,2026-W28,2026-W28,1,54,54,0,0,false,true,
645,hyf0/project-context-records,https://github.com/hyf0/project-context-records,,,2026-W25,2026-W25,1,53,53,0,1,false,true,
646,kingbootoshi/goal-ledger,https://github.com/kingbootoshi/goal-ledger,Python,MIT,2026-W22,2026-W22,1,53,53,0,4,false,true,
647,thisishowen-spec/eatlah,https://github.com/thisishowen-spec/eatlah,TypeScript,,2026-W24,2026-W24,1,53,53,0,5,false,true,
648,vixues/LeAgent,https://github.com/vixues/LeAgent,Python,Apache-2.0,2026-W22,2026-W22,1,53,53,0,5,false,true,
649,meishiwhy/Literature-Mind,https://github.com/meishiwhy/Literature-Mind,Python,MIT,2026-W24,2026-W24,1,52,52,0,0,false,true,
650,mikelikesdesign/AI-experiments,https://github.com/mikelikesdesign/AI-experiments,Swift,MIT,2026-W22,2026-W22,1,52,52,0,1,false,true,
651,robzilla1738/Codex-Workflows,https://github.com/robzilla1738/Codex-Workflows,TypeScript,MIT,2026-W24,2026-W24,1,52,52,0,0,false,true,codex|codex-plugin|mcp|multi-agent|typescript|workflows
652,solrizon-ai/open-codex,https://github.com/solrizon-ai/open-codex,TypeScript,NOASSERTION,2026-W22,2026-W22,1,52,52,0,2,false,true,
653,WackyGem/Fleur,https://github.com/WackyGem/Fleur,Rust,MIT,2026-W28,2026-W28,1,52,52,0,10,false,true,
654,zeraix/zeraix,https://github.com/zeraix/zeraix,TypeScript,AGPL-3.0,2026-W30,2026-W30,1,52,52,0,2,false,true,ai-runtime|apple-silicon|desktop|llm|llm-inference|local-ai|metal|moe
655,akii-technologies-ltd/akii-seo-ai-search-optimizer,https://github.com/akii-technologies-ltd/akii-seo-ai-search-optimizer,Markdown,MIT,2026-W22,2026-W22,1,51,51,0,1,false,true,aeo|ai-seo|ai-visibility|chatgpt-seo|claude-code-plugin|claude-plugin|claude-seo|gemini-seo
656,Bananefre/Stock-Market-app,https://github.com/Bananefre/Stock-Market-app,TypeScript,,2026-W30,2026-W30,1,51,51,0,0,false,true,agent|market-agent|market-app|stock-market|stock-trading
657,chen150450/local-multimodal-rag,https://github.com/chen150450/local-multimodal-rag,Python,MIT,2026-W25,2026-W25,1,51,51,0,0,false,true,
658,Cortex-AI-Network/crypto-arbitrage-bot-automated-trading,https://github.com/Cortex-AI-Network/crypto-arbitrage-bot-automated-trading,Python,MIT,2026-W22,2026-W22,1,51,51,0,27,false,true,agent-development|ai-agent|betting-strategy|binance-auto-bot|bitget-api-client|bybit-bot|cortex-ai|crypto-arbitrage-bot
659,felixrieseberg/relic,https://github.com/felixrieseberg/relic,C,MIT,2026-W24,2026-W24,1,51,51,0,2,false,true,
660,MemTensor/memmy-agent,https://github.com/MemTensor/memmy-agent,TypeScript,MIT,2026-W30,2026-W30,1,51,51,0,8,false,true,agent|agentic-ai|ai|ai-agents|ai-assistants|llm|long-term-memory|memory
661,OpenCPIL/prima.cpp,https://github.com/OpenCPIL/prima.cpp,C++,MIT,2026-W28,2026-W28,1,51,51,0,5,false,true,distributed-ai|distributed-inference|iclr2026|llm-inference|on-device-llm
662,surya-koritala/sigbound,https://github.com/surya-koritala/sigbound,Go,Apache-2.0,2026-W31,2026-W31,1,51,51,0,1,false,true,ai|ai-agents|cli|coding-agents|developer-tools|git|git-worktree|golang
663,xnydl/codex-dream-skin,https://github.com/xnydl/codex-dream-skin,JavaScript,MIT,2026-W30,2026-W30,1,51,51,0,1,false,true,codex|codex-desktop|macos|openai|skill|ssyai|theme|windows
